hotel_id,snapshot_month,market_segment,region,star_rating,days_listed,is_new_partner,review_score,review_count,photo_count,content_completeness_score,has_virtual_tour,price_index_vs_compset,promo_depth_pct,inventory_availability_rate,mobile_conversion_rate,guest_response_rate_pct,cancellation_rate_pct,days_since_last_content_update,comp_set_size,underperforming
HTL-135110,6,Suburban,Northeast,5,496,0,5.0,450,23,49.3,0.0,1.158,23.2,79.5,2.52,96.2,23.2,29,16,0
HTL-135111,1,Resort/Destination,West,3,247,0,2.92,28,22,66.0,0.0,1.065,8.1,42.0,8.76,99.4,20.8,109,19,1
HTL-135112,1,Resort/Destination,West,3,702,0,3.63,93,25,53.2,,0.731,23.7,54.0,7.04,75.0,41.8,42,17,0
HTL-135113,9,Leisure Beach,South,4,836,0,3.81,164,18,57.5,0.0,0.883,9.8,68.2,9.02,81.7,15.3,467,5,1
HTL-135114,6,Suburban,International,3,295,0,2.68,87,50,84.1,0.0,1.121,18.4,84.1,15.0,55.8,8.6,148,22,0
HTL-135115,2,Urban Business,Northeast,4,424,0,4.07,122,17,28.6,0.0,1.125,27.0,84.3,2.85,89.6,8.2,44,21,0
HTL-135116,5,Airport,Northeast,3,692,0,3.23,116,36,75.1,0.0,0.841,15.7,63.4,8.91,47.3,17.9,378,10,1
HTL-135117,1,Resort/Destination,Midwest,3,335,0,3.23,29,31,57.2,0.0,0.944,12.0,67.6,5.83,98.9,13.3,84,17,0
HTL-135118,8,Leisure Beach,South,4,263,0,3.74,65,38,48.0,1.0,1.137,16.2,71.6,7.46,87.4,30.7,88,15,1
HTL-135119,1,Urban Business,Midwest,5,757,0,,24,34,60.4,0.0,0.902,3.2,63.0,6.84,63.0,23.5,34,10,0
HTL-135120,6,Urban Business,International,5,642,0,4.38,57,31,68.5,0.0,0.849,11.0,59.1,7.58,93.6,24.8,149,5,0
HTL-135121,9,Urban Business,Midwest,4,828,0,3.34,150,30,48.5,0.0,0.989,6.5,42.8,11.56,80.2,20.5,667,17,0
HTL-135122,2,Urban Business,West,4,2208,0,3.18,373,3,21.6,0.0,0.758,10.8,81.6,2.95,79.2,5.6,62,24,0
HTL-135123,11,Leisure Beach,Midwest,1,441,0,3.37,120,6,35.6,1.0,1.043,24.1,85.2,6.62,74.8,34.0,153,8,1
HTL-135124,7,Suburban,South,3,472,0,2.98,17,25,28.7,,1.299,7.1,52.2,2.14,76.9,9.5,47,5,1
HTL-135125,6,Urban Business,West,4,155,1,2.61,15,10,36.8,1.0,1.251,14.9,61.0,5.0,77.1,38.5,132,11,1
HTL-135126,1,Suburban,South,4,1075,0,3.86,160,31,49.9,0.0,1.112,31.4,59.3,3.4,88.0,5.4,113,17,0
HTL-135127,11,Leisure Beach,Northeast,4,679,0,4.91,137,35,53.1,0.0,1.289,18.4,84.6,11.66,93.7,13.9,369,10,0
HTL-135128,9,Urban Business,Midwest,5,606,0,4.59,43,16,48.0,0.0,0.898,21.0,91.5,2.44,98.3,22.2,75,18,0
HTL-135129,12,Leisure Beach,Northeast,3,147,1,2.53,34,27,63.6,,1.098,5.4,71.1,3.23,90.7,19.5,31,10,0
HTL-135130,9,Urban Business,South,3,594,0,,48,42,69.5,0.0,0.766,11.3,54.7,3.07,76.1,30.8,517,23,0
HTL-135131,9,Resort/Destination,Northeast,4,368,0,4.81,70,35,48.0,0.0,1.071,4.2,69.6,5.02,82.5,28.6,26,13,0
HTL-135132,2,Leisure Beach,West,2,494,0,2.92,49,34,68.4,,1.057,7.4,96.5,2.82,69.8,24.2,82,16,0
HTL-135133,7,Suburban,Midwest,3,141,1,3.55,42,32,37.2,,1.303,12.8,78.5,,66.0,4.0,37,7,0
HTL-135134,7,Suburban,South,5,431,0,5.0,47,14,38.8,0.0,0.977,22.8,71.8,4.7,91.2,32.9,554,5,0
HTL-135135,2,Urban Business,South,4,861,0,3.86,306,10,37.9,0.0,0.76,0.8,87.9,13.5,90.6,36.2,158,15,1
HTL-135136,1,Suburban,Northeast,4,507,0,3.03,238,22,31.7,0.0,0.667,14.5,78.0,1.75,84.3,5.3,1,23,0
HTL-135137,12,Leisure Beach,West,4,501,0,3.7,22,49,56.0,1.0,1.14,7.6,59.5,11.06,93.7,17.5,235,13,0
HTL-135138,3,Airport,Northeast,3,64,1,4.13,52,34,55.1,1.0,1.219,10.1,83.8,3.16,60.5,29.9,105,20,1
HTL-135139,5,Urban Business,South,3,257,0,4.27,17,37,44.0,0.0,1.125,16.1,63.5,4.91,84.6,4.4,109,17,0
HTL-135140,5,Leisure Beach,South,4,298,0,3.23,47,4,40.6,0.0,0.568,3.8,69.6,8.78,89.3,6.3,38,18,0
HTL-135141,10,Leisure Beach,International,4,624,0,3.87,65,26,32.6,1.0,0.934,25.9,86.0,,91.7,13.3,344,7,0
HTL-135142,12,Urban Business,Northeast,3,291,0,3.99,43,23,39.1,0.0,0.871,6.0,66.9,,90.7,13.1,105,20,0
HTL-135143,10,Urban Business,Northeast,2,448,0,2.37,74,36,56.8,0.0,0.93,19.0,61.7,7.28,82.4,24.7,134,23,1
HTL-135144,10,Leisure Beach,South,3,432,0,2.75,91,14,17.2,0.0,1.189,22.9,71.7,10.02,62.1,19.8,96,14,1
HTL-135145,1,Leisure Beach,South,4,271,0,4.44,103,21,41.5,0.0,0.992,16.9,38.7,1.92,94.3,39.7,108,16,1
HTL-135146,5,Suburban,West,4,345,0,3.78,18,44,62.2,0.0,0.823,35.9,56.6,1.85,62.7,26.4,50,14,0
HTL-135147,12,Airport,West,2,509,0,3.31,23,24,57.9,0.0,0.936,7.7,64.3,5.65,70.2,9.3,2,12,1
HTL-135148,5,Urban Business,Midwest,2,270,0,3.01,52,27,35.4,0.0,1.08,30.9,65.7,5.42,44.0,18.6,65,13,1
HTL-135149,9,Leisure Beach,Northeast,5,217,0,4.37,18,12,15.6,,1.029,5.4,62.4,4.15,81.7,10.9,7,7,0
HTL-135150,5,Urban Business,South,5,617,0,4.95,181,38,72.9,0.0,0.824,20.7,82.0,8.67,69.8,10.7,119,14,0
HTL-135151,2,Suburban,West,3,779,0,3.64,120,27,50.5,0.0,0.946,25.1,76.4,8.8,85.4,12.0,119,16,0
HTL-135152,7,Airport,West,3,318,0,2.8,66,33,36.1,0.0,0.8,20.3,88.5,1.48,78.2,17.0,92,25,0
HTL-135153,9,Urban Business,Midwest,4,127,1,3.95,14,33,55.5,0.0,1.127,8.1,81.1,3.48,79.0,19.4,62,23,0
HTL-135154,10,Suburban,South,2,1018,0,2.53,683,24,49.3,0.0,0.713,6.6,27.8,3.5,79.6,29.1,247,11,1
HTL-135155,11,Suburban,South,2,480,0,2.59,180,11,43.6,0.0,1.047,8.8,65.2,6.61,66.8,12.2,138,20,0
HTL-135156,8,Leisure Beach,Midwest,5,335,0,4.2,27,10,25.5,0.0,1.086,13.2,81.1,4.85,92.3,18.3,17,5,1
HTL-135157,6,Suburban,West,5,610,0,4.61,7,12,48.5,1.0,0.998,16.8,79.5,13.25,72.5,20.9,301,8,0
HTL-135158,3,Airport,West,3,1230,0,3.09,334,26,25.4,0.0,0.927,22.6,49.9,10.42,61.6,14.3,122,12,1
HTL-135159,7,Suburban,Northeast,3,809,0,3.24,75,25,26.6,0.0,1.068,17.3,87.6,14.07,68.8,45.0,34,23,0
HTL-135160,4,Resort/Destination,Northeast,3,431,0,2.35,21,33,58.6,0.0,1.213,9.3,87.1,1.72,58.1,2.8,234,11,1
HTL-135161,6,Urban Business,Northeast,4,2176,0,3.44,291,18,40.9,0.0,0.652,11.3,77.5,4.95,92.2,3.8,17,23,0
HTL-135162,12,Leisure Beach,International,5,1342,0,5.0,151,27,54.8,0.0,1.056,3.7,77.6,5.43,95.9,21.1,17,21,0
HTL-135163,6,Urban Business,Midwest,4,395,0,3.94,3,28,21.4,1.0,1.052,8.0,94.5,0.52,95.1,15.2,237,15,0
HTL-135164,10,Urban Business,International,1,651,0,2.0,112,37,58.3,1.0,0.893,9.8,98.6,8.26,56.7,22.3,310,8,0
HTL-135165,6,Resort/Destination,Midwest,3,154,1,3.29,24,49,71.5,0.0,0.876,16.4,82.9,4.88,79.1,12.1,21,13,1
HTL-135166,2,Resort/Destination,West,3,1205,0,3.8,179,35,68.9,1.0,1.115,6.2,70.9,8.04,92.3,16.6,13,7,0
HTL-135167,11,Suburban,Northeast,2,981,0,3.01,83,30,70.1,1.0,1.148,11.9,67.2,5.42,77.6,35.3,14,21,0
HTL-135168,5,Leisure Beach,Midwest,4,929,0,3.1,103,24,54.3,0.0,1.096,11.9,63.4,3.71,71.2,11.2,37,5,0
HTL-135169,4,Suburban,South,1,275,0,2.9,116,30,62.3,0.0,0.885,25.0,66.3,5.23,81.5,18.3,10,12,0
HTL-135170,2,Suburban,West,4,376,0,2.87,78,20,42.4,0.0,1.088,11.2,60.0,15.0,88.7,35.4,74,25,0
HTL-135171,5,Leisure Beach,International,3,906,0,2.29,282,6,24.1,0.0,1.162,11.9,72.5,5.13,87.8,10.4,123,5,1
HTL-135172,10,Leisure Beach,West,4,378,0,3.36,125,19,51.1,0.0,1.181,14.8,75.7,4.88,59.9,17.0,227,7,0
HTL-135173,1,Urban Business,South,2,131,1,,14,38,74.2,0.0,0.891,9.5,65.7,5.59,74.0,22.0,222,20,0
HTL-135174,6,Leisure Beach,International,2,939,0,3.61,256,22,79.1,1.0,1.015,7.3,97.5,4.17,83.8,20.0,95,6,0
HTL-135175,5,Urban Business,South,4,1248,0,3.73,137,39,69.9,0.0,1.05,5.8,72.9,6.48,81.7,24.0,266,20,0
HTL-135176,5,Urban Business,Northeast,5,1593,0,4.06,164,31,64.8,1.0,1.079,9.0,70.5,7.81,91.0,14.9,18,18,0
HTL-135177,9,Suburban,Northeast,3,329,0,2.95,31,26,42.4,0.0,0.983,34.2,49.9,2.16,85.5,37.4,134,22,1
HTL-135178,6,Airport,West,3,392,0,3.59,25,18,47.3,0.0,0.8,13.7,65.5,4.95,44.7,21.0,225,6,0
HTL-135179,2,Leisure Beach,South,3,989,0,3.42,45,30,67.4,,1.472,13.7,82.4,4.48,70.7,5.8,6,8,0
HTL-135180,7,Resort/Destination,International,3,448,0,2.38,173,18,40.6,0.0,0.995,0.2,63.5,,70.7,41.9,5,10,1
HTL-135181,5,Leisure Beach,International,4,2044,0,3.97,113,34,36.0,0.0,1.342,16.3,98.7,0.73,47.2,30.6,98,11,0
HTL-135182,2,Urban Business,West,4,540,0,3.17,50,16,37.4,0.0,1.119,20.1,86.9,15.0,57.8,26.4,259,16,0
HTL-135183,11,Suburban,International,4,240,0,4.11,29,40,60.6,0.0,1.086,3.7,53.5,2.64,76.1,26.0,69,13,0
HTL-135184,11,Airport,Midwest,4,258,0,3.05,128,29,55.9,0.0,0.713,13.8,36.0,8.24,62.8,28.9,106,8,0
HTL-135185,6,Suburban,West,5,526,0,4.34,15,3,31.0,0.0,1.102,2.2,96.5,13.59,97.7,9.4,145,17,0
HTL-135186,12,Suburban,South,5,962,0,4.48,42,38,57.6,0.0,1.222,18.5,90.5,15.0,83.6,22.4,181,14,1
HTL-135187,10,Suburban,West,2,395,0,3.47,62,32,42.8,0.0,1.134,23.4,71.4,13.01,81.2,34.8,57,11,0
HTL-135188,7,Leisure Beach,International,5,276,0,4.61,18,20,56.1,0.0,0.829,6.5,55.3,0.51,89.7,32.0,371,19,0
HTL-135189,6,Urban Business,South,2,284,0,2.17,22,30,49.1,0.0,0.851,28.5,50.7,6.61,79.3,4.2,181,19,0
HTL-135190,2,Leisure Beach,West,4,787,0,3.68,140,21,19.6,0.0,1.375,9.9,77.2,8.04,85.6,9.0,138,19,0
HTL-135191,9,Airport,Midwest,2,477,0,3.63,30,11,37.9,1.0,1.209,4.7,52.1,3.73,90.7,20.9,6,18,0
HTL-135192,1,Urban Business,Midwest,4,153,1,3.76,22,14,51.3,1.0,0.723,20.2,80.2,3.77,59.8,8.4,354,13,0
HTL-135193,8,Urban Business,West,3,225,0,3.26,23,44,42.4,1.0,0.918,8.0,49.2,6.98,41.4,45.0,129,15,1
HTL-135194,8,Leisure Beach,Northeast,2,857,0,2.74,55,29,40.2,0.0,1.026,8.0,81.3,5.23,89.9,17.6,19,13,0
HTL-135195,4,Suburban,Northeast,1,253,0,2.12,33,44,67.1,0.0,0.773,10.6,72.0,15.0,66.6,31.8,180,23,0
HTL-135196,1,Resort/Destination,West,5,1103,0,3.72,218,22,41.4,0.0,0.87,19.3,58.9,6.79,86.5,45.0,17,8,0
HTL-135197,5,Urban Business,West,2,564,0,2.88,115,36,66.2,0.0,0.79,22.3,73.8,2.04,94.3,5.3,22,13,0
HTL-135198,10,Urban Business,West,3,119,1,2.78,13,32,44.7,0.0,1.012,10.8,71.9,4.84,85.7,12.8,145,17,0
HTL-135199,7,Resort/Destination,Northeast,3,222,0,2.85,22,25,50.5,1.0,0.868,9.1,80.7,12.93,83.0,14.9,187,21,0
HTL-135200,10,Resort/Destination,South,3,731,0,3.97,45,12,46.9,0.0,1.26,1.7,95.0,10.86,80.2,16.9,47,18,1
HTL-135201,6,Suburban,Northeast,4,93,1,3.5,6,30,45.0,0.0,0.978,15.2,82.7,4.81,86.7,16.9,115,5,0
HTL-135202,7,Suburban,South,4,310,0,2.53,99,15,48.4,0.0,0.921,12.3,87.6,8.93,74.3,11.4,176,16,0
HTL-135203,11,Suburban,South,4,632,0,3.18,244,22,58.3,0.0,0.82,6.2,73.4,6.38,96.9,20.1,61,12,0
HTL-135204,6,Urban Business,Midwest,2,458,0,2.64,39,6,38.6,,0.927,24.7,60.2,1.45,94.8,32.2,69,16,0
HTL-135205,2,Suburban,West,5,324,0,4.29,93,9,52.8,0.0,0.958,12.2,65.8,0.97,95.1,7.4,345,11,0
HTL-135206,6,Suburban,West,4,733,0,3.87,65,31,43.6,0.0,1.035,6.2,87.7,8.84,81.0,25.8,227,9,1
HTL-135207,8,Resort/Destination,Northeast,3,15,1,3.69,0,34,61.4,0.0,1.031,2.7,24.9,13.08,78.2,17.1,72,20,0
HTL-135208,1,Suburban,Northeast,5,750,0,3.1,102,37,51.7,1.0,1.044,20.8,80.1,5.15,53.1,10.8,16,20,0
HTL-135209,5,Airport,West,4,155,1,3.75,23,19,53.3,0.0,0.889,4.9,85.4,6.05,85.5,15.1,68,5,0
HTL-135210,5,Resort/Destination,West,3,646,0,3.43,103,41,69.9,0.0,1.166,1.3,76.5,2.13,69.1,28.8,122,23,0
HTL-135211,1,Urban Business,West,3,182,0,4.02,29,23,47.6,1.0,1.236,2.3,74.9,5.6,91.4,15.5,7,25,0
HTL-135212,11,Urban Business,Northeast,4,407,0,4.05,40,11,42.5,0.0,0.971,11.7,54.0,6.93,87.3,22.7,248,12,1
HTL-135213,2,Leisure Beach,South,4,324,0,4.04,74,30,53.7,0.0,1.218,2.7,42.9,2.77,76.3,13.5,156,20,1
HTL-135214,1,Suburban,Northeast,4,580,0,3.21,30,17,48.8,0.0,0.809,12.5,71.2,3.85,72.9,22.2,176,15,0
HTL-135215,10,Leisure Beach,South,4,494,0,3.74,119,11,48.7,0.0,1.215,22.0,76.7,1.93,84.8,28.3,63,12,0
HTL-135216,7,Suburban,Midwest,3,315,0,2.94,65,10,62.5,1.0,1.061,30.5,63.2,2.16,76.1,9.6,213,20,1
HTL-135217,9,Leisure Beach,West,5,430,0,4.62,16,34,49.9,0.0,0.907,5.7,78.2,14.66,76.9,27.6,140,11,0
HTL-135218,9,Airport,Midwest,4,1149,0,4.51,84,27,39.5,0.0,0.844,7.9,84.3,1.1,92.1,16.3,173,24,0
HTL-135219,6,Resort/Destination,West,3,1245,0,3.37,123,37,47.3,0.0,1.201,12.2,83.1,3.39,81.2,7.4,4,23,1
HTL-135220,6,Resort/Destination,West,3,322,0,2.77,93,3,58.7,0.0,0.914,1.2,52.1,4.57,98.9,3.9,116,20,1
HTL-135221,3,Urban Business,West,4,490,0,3.65,94,32,53.1,0.0,1.075,7.6,66.4,14.81,79.6,30.6,20,21,0
HTL-135222,5,Suburban,South,3,454,0,3.98,98,47,72.5,0.0,0.81,17.0,70.5,8.14,78.0,38.2,348,16,0
HTL-135223,7,Suburban,South,4,568,0,3.01,127,25,25.3,0.0,1.097,5.5,73.7,5.75,87.7,9.1,319,13,0
HTL-135224,9,Resort/Destination,International,5,1054,0,4.93,157,5,38.2,0.0,0.927,11.4,69.4,3.44,89.6,18.6,568,22,0
HTL-135225,3,Suburban,South,3,338,0,3.82,38,8,50.0,1.0,0.988,27.8,37.5,1.2,92.6,15.0,208,6,0
HTL-135226,2,Suburban,International,5,411,0,3.61,187,29,67.0,0.0,0.676,4.3,66.4,1.07,67.9,14.4,34,13,0
HTL-135227,12,Leisure Beach,International,2,258,0,3.07,15,24,50.6,1.0,0.787,15.2,94.3,4.14,85.2,39.9,389,8,0
HTL-135228,5,Airport,West,3,1096,0,2.26,102,21,28.0,0.0,0.864,3.6,63.8,2.53,90.6,22.5,147,15,0
HTL-135229,11,Urban Business,West,4,542,0,3.95,97,31,62.3,0.0,1.19,10.1,74.8,0.87,78.9,9.4,219,13,0
HTL-135230,11,Airport,West,4,438,0,3.76,224,35,57.5,0.0,1.026,9.9,33.7,3.25,83.6,5.0,57,7,0
HTL-135231,4,Suburban,South,3,318,0,2.49,27,18,24.0,0.0,1.142,2.1,83.3,3.48,92.4,10.6,69,17,1
HTL-135232,1,Airport,International,2,518,0,2.3,16,32,68.8,0.0,0.94,20.9,42.1,9.11,83.0,13.0,441,20,0
HTL-135233,11,Urban Business,Northeast,3,629,0,3.76,129,20,28.3,0.0,1.16,12.3,88.3,2.33,82.5,13.4,391,14,0
HTL-135234,1,Leisure Beach,Midwest,4,239,0,3.56,23,19,45.8,0.0,0.977,21.3,97.7,,62.4,36.6,103,22,0
HTL-135235,12,Airport,Northeast,5,640,0,4.38,94,35,31.3,0.0,0.915,8.5,57.2,3.47,93.7,28.6,0,22,1
HTL-135236,7,Leisure Beach,South,3,944,0,3.05,357,27,54.7,0.0,1.129,14.9,93.6,,95.1,31.5,88,5,0
HTL-135237,8,Leisure Beach,International,3,597,0,3.25,113,19,62.6,0.0,0.976,16.7,61.9,6.31,84.2,4.0,20,6,0
HTL-135238,3,Leisure Beach,Midwest,3,254,0,3.68,45,31,56.6,0.0,1.138,7.7,74.5,0.44,79.4,45.0,193,7,0
HTL-135239,11,Airport,South,4,549,0,3.59,52,34,46.2,0.0,1.032,3.3,26.6,10.01,30.7,10.6,56,16,1
HTL-135240,1,Leisure Beach,Northeast,3,472,0,3.87,155,37,38.1,0.0,1.024,15.0,48.9,7.31,54.9,2.8,59,5,0
HTL-135241,12,Urban Business,Northeast,5,463,0,4.06,26,39,79.4,0.0,1.123,19.8,53.8,7.21,73.9,25.1,381,17,1
HTL-135242,3,Leisure Beach,Northeast,4,403,0,4.85,47,12,47.2,0.0,1.193,17.8,92.6,6.73,84.5,23.2,292,7,0
HTL-135243,12,Suburban,South,4,380,0,4.13,110,14,57.3,1.0,1.16,18.4,87.2,11.1,82.7,14.7,251,21,0
HTL-135244,8,Leisure Beach,Northeast,3,564,0,3.06,10,9,26.7,0.0,1.068,26.0,81.7,2.71,84.8,14.6,118,12,0
HTL-135245,1,Suburban,Midwest,3,1417,0,3.22,131,50,50.6,0.0,1.187,5.5,61.7,,87.2,28.1,194,5,0
HTL-135246,12,Urban Business,West,3,355,0,3.31,55,34,79.9,1.0,0.723,9.6,56.3,3.73,78.5,20.1,6,20,0
HTL-135247,5,Leisure Beach,Northeast,4,772,0,4.3,277,16,43.2,0.0,0.872,12.5,55.0,4.01,95.8,41.1,200,22,0
HTL-135248,9,Suburban,South,3,618,0,3.31,164,42,53.6,0.0,1.145,9.8,68.9,1.22,56.6,22.2,330,8,1
HTL-135249,11,Airport,South,3,456,0,2.78,197,46,70.1,0.0,1.034,9.8,77.6,4.74,92.9,19.4,310,24,0
HTL-135250,11,Leisure Beach,West,3,703,0,,60,45,56.8,,0.925,6.7,82.7,4.89,77.8,23.6,17,10,0
HTL-135251,5,Resort/Destination,Northeast,3,530,0,2.74,90,23,51.3,0.0,0.835,14.5,83.3,1.9,87.7,38.4,65,7,0
HTL-135252,4,Suburban,Northeast,2,131,1,,17,34,79.2,0.0,0.629,12.6,47.1,0.42,56.0,33.7,150,22,1
HTL-135253,4,Leisure Beach,West,2,635,0,2.45,123,30,45.6,0.0,1.232,18.0,75.7,,89.0,19.8,12,18,1
HTL-135254,3,Leisure Beach,Northeast,3,873,0,2.84,157,3,49.9,0.0,0.878,4.5,78.9,3.78,97.7,21.8,51,10,1
HTL-135255,9,Suburban,International,4,254,0,3.39,51,34,66.7,0.0,0.669,11.0,56.3,3.24,75.6,33.1,31,6,1
HTL-135256,12,Airport,International,4,912,0,4.35,198,15,53.4,0.0,1.198,28.5,54.9,12.65,82.5,5.2,53,11,0
HTL-135257,1,Resort/Destination,West,4,324,0,3.78,104,25,52.1,0.0,1.248,8.8,86.6,7.7,69.6,24.6,7,20,0
HTL-135258,8,Urban Business,West,2,331,0,4.17,9,17,74.6,0.0,0.961,15.9,64.8,11.45,77.4,5.3,187,21,0
HTL-135259,6,Leisure Beach,South,3,392,0,4.2,47,28,61.9,0.0,1.011,13.5,48.2,6.02,81.0,22.9,88,8,0
HTL-135260,5,Suburban,Northeast,3,1118,0,4.04,164,22,61.7,0.0,0.677,11.6,81.9,11.09,87.4,8.5,235,8,0
HTL-135261,10,Suburban,Northeast,4,539,0,3.85,23,24,45.1,0.0,0.919,6.4,80.0,12.15,71.5,14.2,210,16,0
HTL-135262,11,Leisure Beach,Northeast,2,594,0,2.46,75,26,47.2,0.0,0.987,3.1,50.9,3.9,95.1,5.3,56,12,1
HTL-135263,11,Urban Business,Midwest,3,248,0,3.33,57,26,42.9,0.0,1.211,13.5,89.3,15.0,62.6,9.0,312,18,0
HTL-135264,9,Suburban,South,5,438,0,4.15,129,27,42.6,,0.926,15.7,58.0,1.33,93.2,23.4,54,10,0
HTL-135265,1,Airport,South,4,133,1,4.26,9,37,60.7,1.0,0.933,13.1,89.4,1.04,84.1,1.6,374,15,0
HTL-135266,9,Airport,Northeast,3,514,0,3.51,13,31,42.9,0.0,1.113,9.3,64.1,,93.4,23.1,5,8,0
HTL-135267,8,Leisure Beach,South,3,363,0,3.09,49,29,38.1,1.0,0.697,16.3,65.4,4.38,95.5,20.7,324,10,0
HTL-135268,8,Leisure Beach,Midwest,3,305,0,4.11,49,30,64.4,0.0,1.042,13.4,59.8,15.0,65.5,45.0,73,21,1
HTL-135269,3,Leisure Beach,Northeast,4,407,0,3.78,32,22,55.8,0.0,1.09,19.5,92.2,5.72,89.9,6.4,203,9,1
HTL-135270,2,Suburban,Midwest,5,275,0,4.8,27,21,38.0,1.0,1.142,13.4,78.8,3.04,93.1,25.7,114,19,0
HTL-135271,6,Urban Business,West,3,340,0,2.88,79,30,55.1,0.0,1.01,9.3,85.9,2.43,45.6,22.1,129,25,1
HTL-135272,5,Urban Business,West,5,261,0,4.85,46,3,7.9,0.0,1.066,4.5,94.3,3.27,85.2,30.6,27,20,0
HTL-135273,12,Urban Business,Northeast,3,490,0,3.63,18,5,45.3,0.0,1.291,6.2,92.8,5.52,78.1,12.6,416,17,1
HTL-135274,7,Suburban,West,2,1877,0,1.54,83,3,24.5,0.0,0.812,19.6,65.9,11.33,60.3,45.0,534,11,1
HTL-135275,4,Suburban,West,3,551,0,2.99,84,7,33.2,0.0,0.655,18.6,81.0,8.53,58.2,9.4,84,12,0
HTL-135276,5,Airport,Midwest,3,1713,0,3.91,174,13,40.8,0.0,0.844,18.7,86.9,3.21,65.6,6.5,162,18,0
HTL-135277,10,Urban Business,International,2,801,0,4.26,89,33,39.0,0.0,0.893,5.0,72.8,7.34,97.1,24.3,87,17,1
HTL-135278,4,Urban Business,South,3,1117,0,3.35,167,19,60.2,0.0,1.177,3.1,73.0,1.07,87.6,22.0,113,9,0
HTL-135279,4,Suburban,Northeast,4,483,0,3.91,125,13,43.3,1.0,1.12,6.0,91.4,11.7,93.8,20.9,67,25,0
HTL-135280,11,Airport,Midwest,3,872,0,,37,20,51.5,1.0,1.327,15.8,89.6,11.76,78.2,6.4,19,24,0
HTL-135281,5,Suburban,Midwest,3,884,0,3.8,161,28,42.6,0.0,1.208,16.1,50.9,3.45,91.5,29.4,46,9,0
HTL-135282,5,Leisure Beach,South,4,422,0,4.51,5,24,56.5,1.0,1.19,4.3,81.2,6.68,81.9,10.1,159,17,0
HTL-135283,9,Urban Business,International,3,494,0,3.86,32,21,42.1,1.0,0.744,5.7,68.5,4.33,92.2,19.1,318,20,0
HTL-135284,3,Urban Business,West,4,421,0,3.9,171,32,46.8,0.0,1.053,18.3,88.3,4.43,86.4,40.4,17,14,0
HTL-135285,6,Airport,International,2,330,0,2.78,36,23,31.7,0.0,1.052,9.0,60.3,9.13,87.9,12.3,84,6,1
HTL-135286,2,Leisure Beach,West,4,344,0,3.6,10,20,45.8,0.0,0.974,19.4,68.2,5.61,92.6,18.1,290,12,0
HTL-135287,4,Airport,Northeast,3,817,0,2.66,101,27,45.3,0.0,1.455,6.4,86.1,6.59,68.9,13.6,193,16,1
HTL-135288,11,Leisure Beach,Northeast,3,419,0,2.95,80,20,46.5,0.0,1.181,6.8,74.2,13.85,57.6,34.7,181,15,1
HTL-135289,5,Resort/Destination,International,4,484,0,3.97,16,39,65.7,0.0,1.316,23.1,84.9,8.56,79.6,21.9,134,5,0
HTL-135290,11,Suburban,West,5,158,1,2.44,87,37,69.5,0.0,0.903,15.8,80.6,9.24,95.6,29.0,61,12,0
HTL-135291,12,Urban Business,West,5,955,0,3.95,301,45,45.0,0.0,1.017,21.4,52.9,2.44,82.8,31.4,255,22,1
HTL-135292,6,Urban Business,West,3,839,0,3.17,374,23,41.2,0.0,0.871,14.1,86.4,,84.4,2.9,53,23,0
HTL-135293,10,Suburban,West,4,457,0,,64,3,31.5,,1.071,11.7,76.2,4.27,99.0,11.2,23,8,0
HTL-135294,4,Leisure Beach,South,4,371,0,4.76,32,19,37.5,1.0,0.994,4.3,65.9,4.76,94.9,34.4,8,18,0
HTL-135295,5,Suburban,Northeast,4,83,1,4.24,9,31,55.4,0.0,0.966,14.4,45.3,5.99,76.0,3.9,458,11,0
HTL-135296,3,Suburban,International,4,671,0,4.07,118,30,62.4,0.0,1.16,11.3,30.5,5.06,86.7,16.4,100,6,1
HTL-135297,10,Leisure Beach,International,3,206,0,4.17,15,6,35.9,0.0,1.13,10.5,61.8,5.9,72.2,11.1,70,20,0
HTL-135298,3,Leisure Beach,Midwest,3,1155,0,2.98,264,30,65.6,0.0,1.146,16.0,64.1,4.12,77.8,31.1,5,16,1
HTL-135299,11,Urban Business,West,4,923,0,3.66,81,21,62.4,1.0,1.279,19.5,48.3,3.22,91.7,9.8,292,9,0
HTL-135300,4,Urban Business,Northeast,2,348,0,2.91,85,33,42.0,0.0,0.875,1.6,56.3,1.83,94.6,33.2,122,15,0
HTL-135301,9,Leisure Beach,West,2,327,0,2.04,63,42,65.8,1.0,1.285,11.5,86.9,3.86,93.4,26.8,285,12,1
HTL-135302,3,Resort/Destination,Northeast,2,279,0,2.01,115,22,43.0,0.0,1.166,8.4,59.7,13.8,96.6,16.7,130,5,1
HTL-135303,7,Suburban,South,4,218,0,4.58,6,6,54.4,0.0,0.959,4.2,50.6,15.0,86.1,24.2,125,25,0
HTL-135304,1,Airport,West,2,548,0,3.23,115,17,12.9,0.0,0.639,10.9,73.5,6.53,71.1,8.7,322,9,0
HTL-135305,5,Suburban,Northeast,5,526,0,4.17,94,34,34.6,0.0,0.748,5.1,89.5,3.12,64.6,2.9,17,10,0
HTL-135306,6,Leisure Beach,Northeast,4,477,0,3.54,108,29,67.7,1.0,0.827,19.4,80.2,1.64,74.9,3.3,229,10,0
